,제품번호,물품명,물품대대분류,물품대분류,물품중분류,상품중량
1634,100021635V2_1221,옷장용탈취제,비식품,세제/세안,살균/세정/탈취,4g*6개
1635,100021636V2_1222,옹기1호,비식품,식기/편백,옹기,
1636,100021637V2_1223,옹기밥공기,비식품,식기/편백,옹기,6개
1637,100021638V2_1224,옻칠 국자,비식품,식기/편백,옻칠,
1638,100021639V2_1225,옻칠 다용도숟가락,비식품,식기/편백,옻칠,
1639,100021640V2_1226,옻칠 도마,비식품,식기/편백,옻칠,대
1640,100021641V2_1226,옻칠 도마,비식품,식기/편백,옻칠,소
1641,100021642V2_1226,옻칠 도마,비식품,식기/편백,옻칠,중
1642,100021643V2_1227,옻칠 둥근찬합,비식품,식기/편백,옻칠,
1643,100021644V2_1228,옻칠 뒤집개,비식품,식기/편백,옻칠,
1644,100021645V2_1229,옻칠 미니도마,비식품,식기/편백,옻칠,
1645,100021646V2_1230,옻칠 밥주걱,비식품,식기/편백,옻칠,
1646,100021647V2_1231,옻칠 볶음주걱,비식품,식기/편백,옻칠,
1647,100021648V2_1232,옻칠 소형국자,비식품,식기/편백,옻칠,
1648,100021649V2_1233,옻칠 소형뒤집개,비식품,식기/편백,옻칠,
1649,100021650V2_1234,옻칠 수저,비식품,식기/편백,옻칠,대
1650,100021651V2_1234,옻칠 수저,비식품,식기/편백,옻칠,대/선물용
1651,100021652V2_1234,옻칠 수저,비식품,식기/편백,옻칠,소
1652,100021653V2_1235,옻칠 요리용수저,비식품,식기/편백,옻칠,
1653,100021654V2_1236,옻칠 잔모음,비식품,식기/편백,옻칠,5개
1654,100021655V2_1237,옻칠 잼나이프,비식품,식기/편백,옻칠,
1655,100021656V2_1238,옻칠 젓가락,비식품,식기/편백,옻칠,대
1656,100021657V2_1238,옻칠 젓가락,비식품,식기/편백,옻칠,소
1657,100021658V2_1239,옻칠 주발모음,비식품,식기/편백,옻칠,선물
1658,100021659V2_1240,옻칠 튀김젓가락,비식품,식기/편백,옻칠,
1659,100021660V2_1241,옻칠 티스푼,비식품,식기/편백,옻칠,
1660,100021661V2_1242,옻칠 포크,비식품,식기/편백,옻칠,
1661,100021662V2_1243,완두콩,신선식품,열매채소,풋콩,1kg
1662,100021663V2_1244,완숙토마토,신선식품,과일채소,완숙토마토,1.8kg
1663,100021664V2_1244,완숙토마토,신선식품,과일채소,완숙토마토,1kg
1664,100021665V2_1244,완숙토마토,신선식품,과일채소,완숙토마토,2kg
1665,100021666V2_1244,완숙토마토,신선식품,과일채소,완숙토마토,소/2.5kg
1666,100021667V2_1245,완숙토마토/즙용,신선식품,과일채소,완숙토마토,2kg
1667,100021668V2_1246,요구르트샐러드소스,가공식품,소스/기타양념,소스,220ml
1668,100021669V2_1247,요리용면주머니,비식품,생활용품,주방소품,대1
1669,100021670V2_1247,요리용면주머니,비식품,생활용품,주방소품,"중1,소1"
1670,100021671V2_1248,우동면,가공식품,밀가공,생숙면,180g/1인분
1671,100021672V2_1249,우둔살-성남용인,신선식품,중량(정육),한우(중량),
1672,100021673V2_1250,우둔장조림용,신선식품,소,한우(냉장),안심대안/300g
1673,100021674V2_1251,우리밀곡물와플,가공식품,과자,스낵,80g
1674,100021675V2_1252,우리밀라면,가공식품,밀가공,라면,110g:1봉지
1675,100021676V2_1252,우리밀라면,가공식품,밀가공,라면,1상자:20봉
1676,100021677V2_1253,우리밀롤케이크,신선식품,빵,"케이크,롤,선물",600g
1677,100021678V2_1254,우리밀보름달전병,가공식품,과자,스낵,150g
1678,100021679V2_1255,우리밀빵가루,가공식품,가루,프리믹스,190g
1679,100021680V2_1256,우리밀색동소면,가공식품,밀가공,국수,400g
1680,100021681V2_1257,우리밀생면,가공식품,밀가공,생숙면,다용도:600g
1681,100021682V2_1258,우리밀우동,가공식품,밀가공,간편조리면,491g/2인분
1682,100021683V2_1259,우리밀유정란전병,가공식품,과자,스낵,150g
1683,100021684V2_1260,우리밀채소쌀건빵,가공식품,과자,스낵,120g
1684,100021685V2_1261,우리밀칼국수,가공식품,밀가공,국수,400g
1685,100021686V2_1262,우리밀통밀국수,가공식품,밀가공,국수,400g
1686,100021687V2_1263,우리밀해물라면,가공식품,밀가공,라면,114g:1봉지
1687,100021688V2_1264,우리밀흰밀국수,가공식품,밀가공,국수,400g
1688,100021689V2_1265,우리보리살림돼지 갈비선물모음,신선식품,돼지,보리살림돼지,2.4kg
1689,100021690V2_1266,우리쌀맑은술,가공식품,전통주,약주,375ml
1690,100021691V2_1267,우리쌀차례주,가공식품,전통주,약주,700ml
1691,100021692V2_1268,우리콩간장,가공식품,장,간장,475ml
1692,100021693V2_1269,우리콩낫토,가공식품,장,장류/기타,50g*2
1693,100021694V2_1270,우리콩된장,가공식품,장,된장,900g
1694,100021695V2_1271,우뭇가사리묵,신선식품,어묵/묵,묵,420g
1695,100021696V2_1272,우엉,신선식품,뿌리채소,우엉,300g
1696,100021697V2_1273,우엉조림,신선식품,밑반찬,조림,김밥용/150g
1697,100021698V2_1273,우엉조림,신선식품,밑반찬,조림,반찬용/150g
1698,100021699V2_1274,우엉차,가공식품,음료,뿌리차,70g
1699,100021700V2_1275,우엉채,신선식품,뿌리채소,우엉/손질,200g
1700,100021701V2_1276,우유,신선식품,유제품,우유/산양유,200ml
1701,100021702V2_1276,우유,신선식품,유제품,우유/산양유,900ml
1702,100021703V2_1276,우유,신선식품,유제품,우유/산양유,900ml-쿠폰북행사
1703,100021704V2_1277,우유또띠아,가공식품,밀가공,피자/핫도그,40g*10장
1704,100021705V2_1278,우유식빵,신선식품,빵,"식빵, 식사대용",180g
1705,100021706V2_1278,우유식빵,신선식품,빵,"식빵, 식사대용",180g/
1706,100021707V2_1279,우족찜,가공식품,육가공,식육추출가공,1100g
1707,100021708V2_1280,울금,신선식품,뿌리채소,울금,500g
1708,100021709V2_1281,울금가루,가공식품,가루,과채가루,50g
1709,100021710V2_1282,울금삼계탕,가공식품,육가공,식육추출가공,900g
1710,100021711V2_1283,울릉도오징어,가공식품,건어물,오징어류,2마리/120g
1711,100021712V2_1284,울진대문어,신선식품,냉동수산,기타냉동수산,500g
1712,100021713V2_1285,울타리콩/무,가공식품,콩/화본/깨,콩,500g
1713,100021714V2_1286,월동무,신선식품,뿌리채소,월동무,0.9~1.2kg
1714,100021715V2_1286,월동무,신선식품,뿌리채소,월동무,1.2kg이상
1715,100021716V2_1286,월동무,신선식품,뿌리채소,월동무,600~900g
1716,100021717V2_1287,월앙매실,가공식품,음료,발효음료,선물용/1L
1717,100021718V2_1287,월앙매실,가공식품,음료,발효음료,유기/700ml
1718,100021719V2_1288,윈너소시지,가공식품,육가공,햄/소시지/훈제,300g-
1719,100021720V2_1289,유과꾸러미1,가공식품,과자,한과/유과,1.2kg
1720,100021721V2_1289,유과꾸러미1,가공식품,과자,한과/유과,1.2kg/추천
1721,100021722V2_1290,유과꾸러미2,가공식품,과자,한과/유과,800g
1722,100021723V2_1291,유기 궁중수저세트,비식품,식기/편백,전통유기,
1723,100021724V2_1292,유기 사각접시,비식품,식기/편백,전통유기,대
1724,100021725V2_1292,유기 사각접시,비식품,식기/편백,전통유기,소
1725,100021726V2_1292,유기 사각접시,비식품,식기/편백,전통유기,중
1726,100021727V2_1293,유기 어린이수저세트,비식품,식기/편백,전통유기,
1727,100021728V2_1294,유기 연엽식기세트,비식품,식기/편백,전통유기,
1728,100021729V2_1295,유기 오목식기세트,비식품,식기/편백,전통유기,
1729,100021730V2_1296,유기 옥면기,비식품,식기/편백,전통유기,대
1730,100021731V2_1297,유기 유아숟가락포크세트,비식품,식기/편백,전통유기,
1731,100021732V2_1298,유기 찬기 2호,비식품,식기/편백,전통유기,
1732,100021733V2_1299,유기 찬기 3호,비식품,식기/편백,전통유기,
1733,100021734V2_1300,유기 찬기 4호,비식품,식기/편백,전통유기,
1734,100021735V2_1301,유기 찬기 5호,비식품,식기/편백,전통유기,
1735,100021736V2_1302,유기 타원접시,비식품,식기/편백,전통유기,대
1736,100021737V2_1303,유기 티스푼세트,비식품,식기/편백,전통유기,
1737,100021738V2_1304,유기 합비빔기,비식품,식기/편백,전통유기,대
1738,100021739V2_1305,유기 합식기세트,비식품,식기/편백,전통유기,
1739,100021740V2_1306,유기농 비정제설탕,가공식품,소스/기타양념,기타양념,5kg
1740,100021741V2_1307,유기농감잎차,가공식품,차,잎꽃차,340ml
1741,100021742V2_1308,유기농딸기우유,신선식품,유제품,우유/산양유,200ml
1742,100021743V2_1309,유기농블루베리아이스바,신선식품,유제품,아이스크림,70ml
1743,100021744V2_1310,유기농설탕,가공식품,소스/기타양념,기타양념,1kg
1744,100021745V2_1310,유기농설탕,가공식품,소스/기타양념,기타양념,5kg
1745,100021746V2_1311,유기농성이시돌목장우유,신선식품,유제품,우유/산양유,900ml
1746,100021747V2_1312,유기농순한발아보리차,가공식품,차,곡류차,10g*18봉
1747,100021748V2_1313,유기농아이스크림,신선식품,유제품,아이스크림,기본형
1748,100021749V2_1313,유기농아이스크림,신선식품,유제품,아이스크림,녹차맛
1749,100021750V2_1313,유기농아이스크림,신선식품,유제품,아이스크림,딸기맛
1750,100021751V2_1313,유기농아이스크림,신선식품,유제품,아이스크림,블루베리맛
1751,100021752V2_1314,유기농압착콩기름,가공식품,기름/식초,기름,500ml
1752,100021753V2_1315,유기농요거트딸기아이스크림,신선식품,유제품,아이스크림,100ml
1753,100021754V2_1316,유기농우유,신선식품,유제품,우유/산양유,900ml
1754,100021755V2_1317,유기농저지방우유,신선식품,유제품,우유/산양유,900ml
1755,100021756V2_1318,유기농토마토케찹,가공식품,소스/기타양념,소스,250g
1756,100021757V2_1319,유기농플레인요거트아이스크림,신선식품,유제품,아이스크림,100ml
1757,100021758V2_1320,유기배양토,비식품,생활용품,숯/원예,18ℓ
1758,100021759V2_1320,유기배양토,비식품,생활용품,숯/원예,5ℓ
1759,100021760V2_1321,유기보리차,가공식품,차,곡류차,500g
1760,100021761V2_1322,유기부추진액,가공식품,건강일반,추출/농축액,80ml*30봉
1761,100021762V2_1323,유기쌀선물모음,가공식품,멥쌀,멥쌀,
1762,100021763V2_1324,유기쌀올리고당,가공식품,소스/기타양념,기타양념,440g
1763,100021764V2_1324,유기쌀올리고당,가공식품,소스/기타양념,기타양념,440g-쿠폰북
1764,100021765V2_1325,유기한우등심순살,신선식품,소,유기한우(냉장),유기/200g
1765,100021766V2_1326,유기한우정육모음2호,신선식품,소,유기한우,1.5kg
1766,100021767V2_1327,유기한우찜갈비,신선식품,소,유기한우,3kg
1767,100021768V2_1328,유리뚜껑/24㎝,비식품,식기/편백,스테인리스,
1768,100021769V2_1329,유리뚜껑/28㎝,비식품,식기/편백,스테인리스,
1769,100021770V2_1330,유부,신선식품,두부/유부,유부,70g
1770,100021771V2_1331,유자주스,가공식품,음료,과즙,1l
1771,100021772V2_1332,유자차,가공식품,차,절임차,1kg
1772,100021773V2_1333,유자컵케이크,신선식품,빵,단과자빵,4개:170g
1773,100021774V2_1334,유자피낭시에,신선식품,빵,단과자빵,90g:3개/
1774,100021775V2_1335,유정란,신선식품,알,논지엠오유정란,10알
1775,100021776V2_1335,유정란,신선식품,알,논지엠오유정란,30알
1776,100021777V2_1335,유정란,신선식품,알,유정란,10알
1777,100021778V2_1335,유정란,신선식품,알,유정란,10알/쿠폰북행사
1778,100021779V2_1335,유정란,신선식품,알,유정란,15알-쿠폰북행사
1779,100021780V2_1335,유정란,신선식품,알,유정란,30알
1780,100021781V2_1336,유정란/초란,신선식품,알,논지엠오유정란,30알
1781,100021782V2_1336,유정란/초란,신선식품,알,유정란,30알
1782,100021783V2_1337,유정란/친환경,신선식품,알,논지엠오유정란,10알
1783,100021784V2_1337,유정란/친환경,신선식품,알,논지엠오유정란,15알
1784,100021785V2_1337,유정란/친환경,신선식품,알,유정란,10알
1785,100021786V2_1337,유정란/친환경,신선식품,알,유정란,15알
1786,100021787V2_1337,유정란/친환경,신선식품,알,유정란,6알
1787,100021788V2_1338,유채나물,신선식품,잎/줄기채소,유채나물,300g
1788,100021789V2_1339,육개장,가공식품,육가공,식육추출가공,700g
1789,100021790V2_1340,육수용면주머니,비식품,생활용품,주방소품,3장
1790,100021791V2_1341,육수용한우곰국,가공식품,육가공,식육추출가공,300g*3봉
1791,100021792V2_1342,윤기품은 샴푸,비식품,세제/세안,헤어,500㎖
1792,100021793V2_1342,윤기품은 샴푸,비식품,세제/세안,헤어,보충용:400㎖
1793,100021794V2_1343,윤기품은 헤어에센스,비식품,세제/세안,헤어,50㎖/기존용기
1794,100021795V2_1343,윤기품은 헤어에센스,비식품,세제/세안,헤어,70g
1795,100021796V2_1344,율무/국산,가공식품,콩/화본/깨,화본,500g
1796,100021797V2_1345,율무/무,가공식품,콩/화본/깨,화본,500g
1797,100021798V2_1346,은행,가공식품,견과,은행,500g
1798,100021799V2_1347,이분도통밀쌀/토종밀,가공식품,보리/혼합곡,보리,1kg
1799,100021800V2_1348,이웃음치간칫솔 I형,비식품,생활용품,치약/칫솔,SS/0.8mm
1800,100021801V2_1348,이웃음치간칫솔 I형,비식품,생활용품,치약/칫솔,SSS/0.7mm
1801,100021802V2_1348,이웃음치간칫솔 I형,비식품,생활용품,치약/칫솔,SSSS/0.6mm
1802,100021803V2_1349,이웃음칫솔,비식품,생활용품,치약/칫솔,부드러운모/성인용
1803,100021804V2_1349,이웃음칫솔,비식품,생활용품,치약/칫솔,부드러운모/성인용-쿠폰북
1804,100021805V2_1349,이웃음칫솔,비식품,생활용품,치약/칫솔,일반모/성인용
1805,100021806V2_1349,이웃음칫솔,비식품,생활용품,치약/칫솔,작은헤드/부드러운모/성인용
1806,100021807V2_1350,이웃음칫솔/아동용,비식품,생활용품,치약/칫솔,
1807,100021808V2_1351,이중거즈면행주,비식품,생활용품,주방소품,3장
1808,100021809V2_1352,이중거즈아가수건,비식품,생활용품,위생용품,7장
1809,100021810V2_1353,"이팥찜질팩/목,어깨용",비식품,생활용품,기타생활용품,참숯
1810,100021811V2_1353,"이팥찜질팩/목,어깨용",비식품,생활용품,기타생활용품,황토
1811,100021812V2_1354,"이팥찜질팩/배,허리용",비식품,생활용품,기타생활용품,참숯
1812,100021813V2_1354,"이팥찜질팩/배,허리용",비식품,생활용품,기타생활용품,황토
1813,100021814V2_1355,인삼/수삼,신선식품,뿌리채소,인삼,1채:750g
